stratum,mission_id,planner_id,condition,method_internal_id,runtime_method_id,public_method_name,status,task_complete,all_threshold_checks_pass,failure_identifier,failure_message,service_corrected_mission_time_s,service_corrected_modeled_energy_j,flight_time_s,service_time_s,flight_controller_sensitive_energy_j,service_energy_j,position_rms_m,position_p95_m,position_max_m,vertical_p95_error_m,attitude_p95_rad,acceleration_p95_mps2,acceleration_max_mps2,jerk_p95_mps3,jerk_max_mps3,robust_compensation_p95_mps2,rotor_command_total_variation_n,minimum_per_rotor_margin_n,solver_deadline_miss_count
controller_comparison,MU_CAMBRIDGE_MA_01,P_ENERGY_WIND_PAYLOAD,STANDARD_DISTURBANCE,M0_NOMINAL_GEOMETRIC_TRACKING,N0_NOMINAL_SE3,Nominal Geometric Tracking Control,VALID_CASE_COMPLETE,1,1,,,618.6048230214662,727129.292629774,506.63682302146617,111.96800000000006,619732.6666155244,107396.62601424947,0.5838166224796288,0.7569787494343896,0.8391361026682072,0.3849124750803128,0.0316399898802311,0.839146602521553,1.2438821792776336,0.32921258441281875,1.4908115023393513,0.0,208.27078384663452,12.272370608776068,0.0
controller_comparison,MU_CAMBRIDGE_MA_01,P_ENERGY_WIND_PAYLOAD,STANDARD_DISTURBANCE,M1_ROBUST_GEOMETRIC_TRACKING,R0_ROBUST_SE3,Robust Geometric Tracking Control,VALID_CASE_COMPLETE,1,1,,,618.6048230214662,727248.2439618208,506.63682302146617,111.96800000000006,619851.6179475713,107396.62601424947,0.23742600149223497,0.33302068361162096,0.4117007455762328,0.09293434316583671,0.04320604778584464,0.8411710538385778,1.3927245128659549,0.5752559814111642,1.3985363836042783,0.2610833392202723,595.3830685278001,12.118638388341253,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,M5_ENMPC_ROBUST_TRACKING_030,B1_ENMPC_TOTAL_ROBUST_TUBE_NO_GP,eNMPC with Robust Tracking Control,VALID_CASE_COMPLETE,1,1,,,723.437999999589,887533.5305595153,611.469999999589,111.968,782192.1175013243,105341.41305819107,0.1817564935908704,0.27030333503116155,0.3935594802465745,0.021783953678049528,0.01642312670466422,1.1660223011689266,1.5180872971684998,0.5867746121546958,3.521648330335669,0.4685085322977433,2722.9276440843387,9.589976006109698,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,M6_GP_ENHANCED_ENMPC_ROBUST_TRACKING_030,B2_ENMPC_GP_MEAN_TOTAL_TUBE,GP Enhanced eNMPC with Robust Tracking Control,VALID_CASE_COMPLETE,1,0,,,734.187999999579,901957.0548662968,622.219999999579,111.968,796615.6418081057,105341.41305819107,0.14161964551335474,0.2320289993042513,0.40090347183658026,0.04171826146819768,0.017831318339086404,1.1377719923472378,1.8280950387388741,0.7640913922679868,5.104842282435621,0.49152256899091534,4430.328304723927,7.8619305351524,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,C0_CASCADED_PID,C0_CASCADED_PID,Cascaded PID Control,VALID_CASE_COMPLETE,1,1,,,755.2384901027585,926373.2714735328,643.2704901027586,111.96799999999999,821031.8584153417,105341.41305819107,0.43331155894139417,0.5566648966191617,0.6991808574453846,0.4250634029854421,0.03217997479023131,1.1322756592725456,1.565939239405823,0.6469976737123971,2.5806202970682373,0.0,696.5649163404722,11.875055189181221,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,M3_GP_ENHANCED_ROBUST_GEOMETRIC_TRACKING,GR0_GP_ROBUST_SE3,GP Enhanced Robust Geometric Tracking Control,VALID_CASE_COMPLETE,1,1,,,755.2384901027585,926938.6952595626,643.2704901027586,111.96799999999999,821597.2822013715,105341.41305819107,0.29799161005635183,0.4490225875115387,0.693456924941042,0.15101132153860775,0.05920966609449728,1.1663223270795435,1.6455002490068644,0.9820136937980738,2.5882486237497,0.3950411678488741,1647.6597760807424,11.651594292638244,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,M0_NOMINAL_GEOMETRIC_TRACKING,N0_NOMINAL_SE3,Nominal Geometric Tracking Control,VALID_CASE_COMPLETE,1,1,,,755.2384901027585,926275.1858900109,643.2704901027586,111.96799999999999,820933.7728318198,105341.41305819107,0.7287162587006561,0.922806380739759,1.117076885595099,0.5954732311572357,0.03919670422014792,1.1538048477903533,1.6252034043238412,0.6417004638259788,2.6018286272107347,0.0,598.0828868676005,11.854965949448633,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_DIST_FIXED,STANDARD_DISTURBANCE,M1_ROBUST_GEOMETRIC_TRACKING,R0_ROBUST_SE3,Robust Geometric Tracking Control,VALID_CASE_COMPLETE,1,1,,,755.2384901027585,926981.9601236421,643.2704901027586,111.96799999999999,821640.547065451,105341.41305819107,0.29993053047365636,0.44203496793799435,0.6908616571176286,0.15736767916006578,0.05930708140764292,1.1729707922730919,1.6473033239564248,0.9948119629475461,2.48504737236864,0.3649450111786353,1582.636137599566,11.63531433129694,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_ENERGY_WIND_PAYLOAD,STANDARD_DISTURBANCE,M5_ENMPC_ROBUST_TRACKING_030,B1_ENMPC_TOTAL_ROBUST_TUBE_NO_GP,eNMPC with Robust Tracking Control,VALID_CASE_COMPLETE,1,1,,,716.7779999995951,878077.2804120663,604.8099999995951,111.968,772735.8673538752,105341.41305819107,0.18104611500540627,0.26158661658485155,0.3617344674981051,0.03545415592967949,0.01651322955504406,1.1196642877369365,1.6221330414952981,0.5825204926297342,3.9167075315146174,0.46746268593207824,2581.8390631510256,9.579443660889392,0.0
controller_comparison,MU_CAMBRIDGE_MA_02,P_ENERGY_WIND_PAYLOAD,STANDARD_DISTURBANCE,M6_GP_ENHANCED_ENMPC_ROBUST_TRACKING_030,B2_ENMPC_GP_MEAN_TOTAL_TUBE,GP Enhanced eNMPC with Robust Tracking Control,VALID_CASE_COMPLETE,1,0,,,728.0579999995848,894329.3079114362,616.0899999995848,111.968,788987.8948532451,105341.41305819107,0.1370498430640068,0.2157140237215875,0.3107588627432158,0.04294015521889172,0.016754844089451982,1.083306298231429,1.5774741088346411,0.5864325484409393,4.317380807227982,0.49421869653996164,3320.5533445535234,10.231483657186576,0.0
